Number;Unit;Year;Mark
622;POTIO1;1;O
622;CHARM1;1;O
622;TRANS2;2;O
622;POTIO4;3;O
622;POTIO5;3;E
622;CHARM3;2;E
622;DATDA5;3;E
622;ASTRO5;3;E
622;TRANS3;2;E
622;DATDA3;2;O
622;DATDA2;1;A
622;POTIO2;2;A
622;HERBO4;3;O
622;CHARM5;3;A
622;HERBO1;1;O
622;HERBO2;1;E
622;HERBO3;2;E
622;CHARM4;2;E
622;TRANS5;3;O
622;ASTRO3;2;E
622;TRANS1;1;E
622;ASTRO2;1;E
622;HERBO5;3;O
622;CHARM2;1;O
622;DATDA1;1;O
622;ASTRO4;2;E
622;POTIO3;2;O
622;DATDA4;3;O
623;ASTRO1;1;A
623;TRANS4;3;A
623;POTIO1;1;A
623;CHARM1;1;E
623;TRANS2;2;A
623;POTIO4;3;O
623;POTIO5;3;E
623;CHARM3;2;E
623;DATDA5;3;E
623;ASTRO5;3;A
623;TRANS3;2;E
623;DATDA3;2;E
623;DATDA2;1;A
623;POTIO2;2;A
623;HERBO4;3;E
623;CHARM5;3;A
623;HERBO1;1;E
623;HERBO2;1;E
623;HERBO3;2;E
623;CHARM4;2;O
623;TRANS5;3;O
623;ASTRO3;2;O
623;TRANS1;1;E
623;ASTRO2;1;A
623;HERBO5;3;O
623;CHARM2;1;O
623;DATDA1;1;E
623;ASTRO4;2;E
623;POTIO3;2;E
623;DATDA4;3;E
624;ASTRO1;1;E
624;TRANS4;3;A
624;POTIO1;1;A
624;CHARM1;1;E
624;TRANS2;2;A
624;POTIO4;3;O
624;POTIO5;3;E
624;CHARM3;2;E
624;DATDA5;3;E
624;ASTRO5;3;O
624;TRANS3;2;E
624;DATDA3;2;A
624;DATDA2;1;E
624;POTIO2;3;A
624;HERBO4;3;A
624;CHARM5;3;A
624;HERBO1;1;O
624;HERBO2;1;O
624;HERBO3;2;E
624;CHARM4;2;O
624;TRANS5;3;O
624;ASTRO3;2;E
624;TRANS1;1;A
624;ASTRO2;1;A
624;HERBO5;3;O
624;CHARM2;1;O
624;DATDA1;1;E
624;ASTRO4;2;E
624;POTIO3;2;A
624;DATDA4;3;E
625;ASTRO1;66;A
625;TRANS4;3;E
625;POTIO1;66;A
625;CHARM1;1;O
625;TRANS2;2;O
625;POTIO4;3;O
625;POTIO5;3;O
625;CHARM3;2;E
625;DATDA5;3;O
625;ASTRO5;3;O
625;TRANS3;2;E
625;DATDA3;2;O
625;DATDA2;1;A
625;POTIO2;66;A
625;HERBO4;3;O
625;CHARM5;3;E
625;HERBO1;1;O
625;HERBO2;1;E
625;HERBO3;2;E
625;CHARM4;2;E
625;TRANS5;3;O
625;ASTRO3;2;O
625;TRANS1;1;O
625;ASTRO2;1;O
625;HERBO5;3;E
625;CHARM2;1;O
625;DATDA1;1;O
625;ASTRO4;2;O
625;POTIO3;2;O
625;DATDA4;3;O
626;ASTRO1;66;A
626;TRANS4;1;A
626;POTIO1;66;A
626;CHARM1;66;E
626;TRANS2;66;A
626;POTIO4;3;E
626;POTIO5;1;A
626;CHARM3;66;A
626;DATDA5;2;E
626;ASTRO5;2;A
626;TRANS3;2;E
626;DATDA3;66;A
626;DATDA2;1;A
626;POTIO2;66;A
626;HERBO4;2;A
626;CHARM5;2;A
626;HERBO1;66;A
626;HERBO2;3;E
626;HERBO3;1;A
626;CHARM4;2;O
626;TRANS5;3;A
626;ASTRO3;2;A
626;TRANS1;66;A
626;ASTRO2;1;O
626;HERBO5;3;E
626;CHARM2;1;A
626;DATDA1;66;A
626;ASTRO4;2;E
626;POTIO3;66;A
626;DATDA4;66;A
627;ASTRO1;66;O
627;TRANS4;3;E
627;POTIO1;66;E
627;CHARM1;1;O
627;TRANS2;2;O
627;POTIO4;3;O
627;POTIO5;3;E
627;CHARM3;2;E
627;DATDA5;3;O
627;ASTRO5;3;O
627;TRANS3;2;E
627;DATDA3;2;O
627;DATDA2;1;A
627;POTIO2;66;E
627;HERBO4;3;E
627;CHARM5;3;O
627;HERBO1;1;O
627;HERBO2;1;E
627;HERBO3;2;E
627;CHARM4;2;E
627;TRANS5;3;O
627;ASTRO3;2;O
627;TRANS1;66;O
627;ASTRO2;1;O
627;HERBO5;3;O
627;CHARM2;1;O
627;DATDA1;1;O
627;ASTRO4;2;E
627;POTIO3;2;O
627;DATDA4;3;O
628;ASTRO1;1;A
628;TRANS4;3;A
628;POTIO1;2;A
628;CHARM1;1;E
628;TRANS2;2;A
628;POTIO4;3;O
628;POTIO5;3;A
628;CHARM3;2;A
628;DATDA5;3;E
628;ASTRO5;3;A
628;TRANS3;2;A
628;DATDA3;2;A
628;DATDA2;1;A
628;POTIO2;3;A
628;HERBO4;3;A
628;CHARM5;3;A
628;HERBO1;1;E
628;HERBO2;1;O
628;HERBO3;2;A
628;CHARM4;2;A
628;TRANS5;3;O
628;ASTRO3;2;A
628;TRANS1;1;A
628;ASTRO2;1;A
628;HERBO5;3;O
628;CHARM2;1;E
628;DATDA1;1;A
628;ASTRO4;2;E
628;POTIO3;2;A
628;DATDA4;3;A
630;ASTRO1;1;E
630;TRANS4;3;E
630;POTIO1;1;A
630;CHARM1;1;E
630;TRANS2;2;E
630;POTIO4;3;O
630;POTIO5;3;E
630;CHARM3;2;A
630;DATDA5;3;O
630;ASTRO5;3;E
630;TRANS3;2;E
630;DATDA3;2;E
630;DATDA2;1;A
630;POTIO2;2;A
630;HERBO4;3;E
630;CHARM5;3;A
630;HERBO1;1;O
630;HERBO2;1;E
630;HERBO3;2;E
630;CHARM4;2;E
630;TRANS5;3;O
630;ASTRO3;2;E
630;TRANS1;1;A
630;ASTRO2;1;E
630;HERBO5;3;E
630;CHARM2;1;O
630;DATDA1;1;O
630;ASTRO4;2;E
630;POTIO3;2;O
630;DATDA4;3;E
631;ASTRO1;1;A
631;TRANS4;3;A
631;POTIO1;66;A
631;CHARM1;66;A
631;TRANS2;66;A
631;POTIO4;3;A
631;POTIO5;2;A
631;CHARM3;1;A
631;DATDA5;3;A
631;ASTRO5;2;A
631;TRANS3;3;A
631;DATDA3;1;A
631;DATDA2;2;A
631;POTIO2;3;A
631;HERBO4;2;A
631;CHARM5;3;A
631;HERBO1;66;A
631;HERBO2;1;E
631;HERBO3;1;A
631;CHARM4;3;E
631;TRANS5;3;O
631;ASTRO3;1;A
631;TRANS1;1;A
631;ASTRO2;66;A
631;HERBO5;3;E
631;CHARM2;66;A
631;DATDA1;66;A
631;ASTRO4;2;A
631;POTIO3;1;A
631;DATDA4;3;E
632;ASTRO1;66;A
632;TRANS4;3;E
632;POTIO1;66;A
632;CHARM1;66;A
632;TRANS2;2;O
632;POTIO4;3;O
632;POTIO5;3;E
632;CHARM3;2;A
632;DATDA5;3;O
632;ASTRO5;3;A
632;TRANS3;2;E
632;DATDA3;2;E
632;DATDA2;1;A
632;POTIO2;1;A
632;HERBO4;3;E
632;CHARM5;3;A
632;HERBO1;1;A
632;HERBO2;1;O
632;HERBO3;2;E
632;CHARM4;2;E
632;TRANS5;3;O
632;ASTRO3;2;A
632;TRANS1;1;O
632;ASTRO2;1;E
632;HERBO5;3;O
632;CHARM2;1;O
632;DATDA1;1;A
632;ASTRO4;2;E
632;POTIO3;2;A
632;DATDA4;3;A
633;ASTRO1;2;A
633;TRANS4;3;A
633;POTIO1;2;A
633;CHARM1;1;A
633;TRANS2;3;A
633;POTIO4;3;E
633;POTIO5;3;A
633;CHARM3;2;A
633;DATDA5;3;A
633;ASTRO5;3;A
633;TRANS3;2;A
633;DATDA3;2;A
633;DATDA2;1;A
633;POTIO2;3;A
633;HERBO4;3;A
633;CHARM5;3;A
633;HERBO1;1;E
633;HERBO2;1;A
633;HERBO3;2;A
633;CHARM4;2;E
633;TRANS5;3;E
633;ASTRO3;2;E
633;TRANS1;2;A
633;ASTRO2;1;A
633;HERBO5;3;E
633;CHARM2;1;A
633;DATDA1;1;A
633;ASTRO4;2;A
633;POTIO3;2;A
633;DATDA4;3;A
634;ASTRO1;1;A
634;TRANS4;3;A
634;POTIO1;1;E
634;CHARM1;1;A
634;TRANS2;2;A
634;POTIO4;3;E
634;POTIO5;3;A
634;CHARM3;3;A
634;DATDA5;6;A
634;ASTRO5;6;E
634;TRANS3;2;A
634;DATDA3;2;A
634;DATDA2;2;A
634;POTIO2;3;A
634;HERBO4;3;A
634;CHARM5;3;A
634;HERBO1;1;E
634;HERBO2;1;A
634;HERBO3;2;A
634;CHARM4;2;E
634;TRANS5;3;E
634;ASTRO3;2;A
634;TRANS1;1;A
634;ASTRO2;1;E
634;HERBO5;3;E
634;CHARM2;1;A
634;DATDA1;66;A
634;ASTRO4;66;A
634;POTIO3;2;E
634;DATDA4;3;A
635;ASTRO1;66;O
635;TRANS4;3;E
635;POTIO1;66;E
635;CHARM1;66;E
635;TRANS2;2;A
635;POTIO4;3;E
635;POTIO5;3;E
635;CHARM3;2;A
635;DATDA5;3;E
635;ASTRO5;3;E
635;TRANS3;2;A
635;DATDA3;2;E
635;DATDA2;1;A
635;POTIO2;2;A
635;HERBO4;3;A
635;CHARM5;3;E
635;HERBO1;1;A
635;HERBO2;1;A
635;HERBO3;2;E
635;CHARM4;2;E
635;TRANS5;3;E
635;ASTRO3;2;E
635;TRANS1;1;E
635;ASTRO2;66;A
635;HERBO5;3;O
635;CHARM2;66;E
635;DATDA1;1;A
635;ASTRO4;2;E
635;POTIO3;2;A
635;DATDA4;3;A
636;ASTRO1;1;A
636;TRANS4;3;A
636;POTIO1;1;A
636;CHARM1;1;A
636;TRANS2;2;A
636;POTIO4;3;A
636;POTIO5;3;A
636;CHARM3;2;A
636;DATDA5;3;A
636;ASTRO5;3;A
636;TRANS3;2;A
636;DATDA3;2;A
636;DATDA2;1;A
636;POTIO2;3;E
636;HERBO4;3;A
636;CHARM5;3;A
636;HERBO1;1;E
636;HERBO2;1;E
636;HERBO3;2;A
636;CHARM4;2;A
636;TRANS5;3;E
636;ASTRO3;2;E
636;TRANS1;1;A
636;ASTRO2;1;A
636;HERBO5;3;O
636;CHARM2;1;E
636;DATDA1;1;A
636;ASTRO4;2;A
636;POTIO3;2;A
636;DATDA4;3;A
637;ASTRO1;1;A
637;TRANS4;3;A
637;POTIO1;1;A
637;CHARM1;1;A
637;TRANS2;2;A
637;POTIO4;3;A
637;POTIO5;3;A
637;CHARM3;2;A
637;DATDA5;3;A
637;ASTRO5;3;A
637;TRANS3;3;E
637;DATDA3;2;A
637;DATDA2;2;E
637;POTIO2;3;A
637;HERBO4;3;A
637;CHARM5;3;A
637;HERBO1;1;A
637;HERBO2;3;E
637;HERBO3;2;E
637;CHARM4;3;E
637;TRANS5;3;O
637;ASTRO3;2;A
637;TRANS1;1;A
637;ASTRO2;1;A
637;HERBO5;3;E
637;CHARM2;2;E
637;DATDA1;1;A
637;ASTRO4;2;A
637;POTIO3;2;A
637;DATDA4;3;O
638;ASTRO1;1;A
638;TRANS4;3;E
638;POTIO1;1;E
638;CHARM1;1;E
638;TRANS2;2;A
638;POTIO4;3;E
638;POTIO5;3;A
638;CHARM3;2;A
638;DATDA5;3;A
638;ASTRO5;3;A
638;TRANS3;2;A
638;DATDA3;2;A
638;DATDA2;1;A
638;POTIO2;3;A
638;HERBO4;3;A
638;CHARM5;3;A
638;HERBO1;1;A
638;HERBO2;1;A
638;HERBO3;2;A
638;CHARM4;2;A
638;TRANS5;3;O
638;ASTRO3;2;E
638;TRANS1;1;E
638;ASTRO2;1;A
638;HERBO5;3;O
638;CHARM2;1;E
638;DATDA1;1;A
638;ASTRO4;2;A
638;POTIO3;2;A
638;DATDA4;3;A
639;ASTRO1;1;E
639;TRANS4;3;A
639;POTIO1;1;A
639;CHARM1;1;A
639;TRANS2;2;E
639;POTIO4;3;A
639;POTIO5;3;A
639;CHARM3;2;A
639;DATDA5;3;A
639;ASTRO5;3;E
639;TRANS3;2;A
639;DATDA3;2;E
639;DATDA2;2;A
639;POTIO2;2;A
639;HERBO4;3;A
639;CHARM5;3;A
639;HERBO1;1;E
639;HERBO2;1;O
639;HERBO3;2;E
639;CHARM4;2;E
639;TRANS5;3;O
639;ASTRO3;2;A
639;TRANS1;1;A
639;ASTRO2;1;E
639;HERBO5;3;O
639;CHARM2;1;O
639;DATDA1;1;A
639;ASTRO4;2;A
639;POTIO3;2;O
639;DATDA4;3;A
640;ASTRO1;1;A
640;TRANS4;3;E
640;POTIO1;2;A
640;CHARM1;2;A
640;TRANS2;3;A
640;POTIO4;3;E
640;POTIO5;3;A
640;CHARM3;2;A
640;DATDA5;3;A
640;ASTRO5;3;A
640;TRANS3;3;A
640;DATDA3;2;A
640;DATDA2;2;A
640;POTIO2;3;A
640;HERBO4;3;A
640;CHARM5;3;A
640;HERBO1;1;A
640;HERBO2;1;A
640;HERBO3;2;A
640;CHARM4;3;E
640;TRANS5;3;O
640;ASTRO3;2;A
640;TRANS1;1;A
640;ASTRO2;1;E
640;HERBO5;3;O
640;CHARM2;1;A
640;DATDA1;1;A
640;ASTRO4;3;A
640;POTIO3;2;E
640;DATDA4;3;A
641;ASTRO1;2;E
641;TRANS4;3;A
641;POTIO1;2;E
641;CHARM1;1;E
641;TRANS2;2;A
641;POTIO4;3;E
641;POTIO5;3;A
641;CHARM3;2;A
641;DATDA5;3;O
641;ASTRO5;3;A
641;TRANS3;2;E
641;DATDA3;3;A
641;DATDA2;1;A
641;POTIO2;3;A
641;HERBO4;3;A
641;CHARM5;3;O
641;HERBO1;1;E
641;HERBO2;1;E
641;HERBO3;2;A
641;CHARM4;2;O
641;TRANS5;3;A
641;ASTRO3;2;E
641;TRANS1;2;A
641;ASTRO2;1;E
641;HERBO5;3;O
641;CHARM2;1;E
641;DATDA1;2;E
641;ASTRO4;2;E
641;POTIO3;2;A
641;DATDA4;3;A
642;ASTRO1;66;A
642;TRANS4;66;A
642;POTIO1;66;A
642;CHARM1;66;A
642;TRANS2;66;E
642;POTIO4;2;E
642;POTIO5;2;A
642;CHARM3;66;A
642;DATDA5;2;A
642;ASTRO5;2;A
642;TRANS3;2;E
642;DATDA3;66;A
642;DATDA2;66;A
642;POTIO2;2;A
642;HERBO4;66;A
642;CHARM5;66;A
642;HERBO1;66;A
642;HERBO2;66;O
642;HERBO3;66;E
642;CHARM4;66;O
642;TRANS5;1;A
642;ASTRO3;66;A
642;TRANS1;1;E
642;ASTRO2;1;E
642;HERBO5;2;E
642;CHARM2;66;A
642;DATDA1;66;A
642;ASTRO4;66;A
642;POTIO3;2;A
642;DATDA4;1;A
644;ASTRO1;66;A
644;TRANS4;5;A
644;POTIO1;66;A
644;CHARM1;2;A
644;TRANS2;3;E
644;POTIO4;4;A
644;POTIO5;4;A
644;CHARM3;3;A
644;DATDA5;5;A
644;ASTRO5;4;E
644;TRANS3;3;A
644;DATDA3;4;A
644;DATDA2;2;A
644;POTIO2;66;A
644;HERBO4;5;A
644;CHARM5;5;A
644;HERBO1;2;A
644;HERBO2;4;A
644;HERBO3;3;A
644;CHARM4;3;O
644;TRANS5;4;O
644;ASTRO3;4;A
644;TRANS1;4;A
644;ASTRO2;2;A
644;HERBO5;6;A
644;CHARM2;4;A
644;DATDA1;4;A
644;ASTRO4;3;A
644;POTIO3;3;A
644;DATDA4;5;A
646;ASTRO1;66;A
646;TRANS4;6;A
646;POTIO1;66;A
646;CHARM1;66;A
646;TRANS2;66;A
646;POTIO4;6;A
646;POTIO5;5;A
646;CHARM3;3;A
646;DATDA5;6;A
646;ASTRO5;6;E
646;TRANS3;5;E
646;DATDA3;4;A
646;DATDA2;3;A
646;POTIO2;6;A
646;HERBO4;5;A
646;CHARM5;6;A
646;HERBO1;66;A
646;HERBO2;3;A
646;HERBO3;5;A
646;CHARM4;4;A
646;TRANS5;6;E
646;ASTRO3;5;A
646;TRANS1;3;A
646;ASTRO2;4;O
646;HERBO5;6;O
646;CHARM2;4;O
646;DATDA1;66;A
646;ASTRO4;4;A
646;POTIO3;5;A
646;DATDA4;6;A
649;ASTRO1;66;A
649;TRANS4;3;O
649;POTIO1;66;A
649;CHARM1;66;E
649;TRANS2;66;A
649;POTIO4;2;E
649;POTIO5;3;E
649;CHARM3;66;A
649;DATDA5;2;O
649;ASTRO5;2;E
649;TRANS3;66;O
649;DATDA3;66;A
649;DATDA2;66;A
649;POTIO2;66;A
649;HERBO4;66;A
649;CHARM5;2;O
649;HERBO1;66;A
649;HERBO2;66;A
649;HERBO3;66;A
649;CHARM4;66;A
649;TRANS5;66;E
649;ASTRO3;66;E
649;TRANS1;66;A
649;ASTRO2;66;A
649;HERBO5;6;E
649;CHARM2;66;O
649;DATDA1;66;A
649;ASTRO4;66;A
649;POTIO3;66;A
649;DATDA4;4;A
652;ASTRO1;3;E
652;TRANS4;6;A
652;POTIO1;6;A
652;CHARM1;66;A
652;TRANS2;66;A
652;POTIO4;6;A
652;POTIO5;5;A
652;CHARM3;2;A
652;DATDA5;6;A
652;ASTRO5;4;O
652;TRANS3;5;A
652;DATDA3;66;A
652;DATDA2;66;E
652;POTIO2;66;E
652;HERBO4;66;A
652;CHARM5;6;A
652;HERBO1;1;A
652;HERBO2;1;A
652;HERBO3;66;A
652;CHARM4;2;E
652;TRANS5;6;O
652;ASTRO3;66;A
652;TRANS1;5;A
652;ASTRO2;66;A
652;HERBO5;66;O
652;CHARM2;66;A
652;DATDA1;66;E
652;ASTRO4;66;A
652;POTIO3;66;A
652;DATDA4;6;A
658;ASTRO1;66;A
658;TRANS4;5;A
658;POTIO1;66;A
658;CHARM1;66;A
658;TRANS2;66;A
658;POTIO4;5;A
658;POTIO5;5;A
658;CHARM3;5;A
658;DATDA5;5;A
658;ASTRO5;5;A
658;TRANS3;5;A
658;DATDA3;66;E
658;DATDA2;4;A
658;POTIO2;66;A
658;HERBO4;66;A
658;CHARM5;5;E
658;HERBO1;66;A
658;HERBO2;66;A
658;HERBO3;4;A
658;CHARM4;66;A
658;TRANS5;5;E
658;ASTRO3;66;A
658;TRANS1;66;E
658;ASTRO2;66;E
658;HERBO5;6;A
658;CHARM2;66;A
658;DATDA1;66;A
658;ASTRO4;66;A
658;POTIO3;4;A
658;DATDA4;5;A
203;ANCRU1;1;A
208;ANCRU1;5;A
210;ANCRU1;5;E
214;ANCRU1;4;A
215;ANCRU1;2;A
219;ANCRU1;6;E
220;ANCRU1;66;A
222;ANCRU1;2;A
223;ANCRU1;2;A
225;ANCRU1;1;A
226;ANCRU1;3;A
232;ANCRU1;1;A
233;ANCRU1;3;A
244;ANCRU1;4;A
248;ANCRU1;2;A
249;ANCRU1;2;A
260;ANCRU1;3;A
267;ANCRU1;3;A
269;ANCRU1;3;A
272;ANCRU1;2;A
273;ANCRU1;6;A
274;ANCRU1;2;A
281;ANCRU1;2;E
290;ANCRU1;3;A
295;ANCRU1;5;A
301;ANCRU1;2;A
304;ANCRU1;3;A
305;ANCRU1;2;A
312;ANCRU1;2;A
315;ANCRU1;3;A
316;ANCRU1;3;A
327;ANCRU1;2;A
333;ANCRU1;3;A
334;ANCRU1;4;A
336;ANCRU1;4;A
337;ANCRU1;4;A
339;ANCRU1;3;A
341;ANCRU1;3;E
344;ANCRU1;3;A
345;ANCRU1;4;A
346;ANCRU1;3;A
347;ANCRU1;4;A
353;ANCRU1;2;A
356;ARITH1;4;A
361;ARITH1;3;A
366;ARITH1;2;A
369;ARITH1;5;A
371;ARITH1;4;A
373;ARITH1;2;A
374;ARITH1;3;A
377;ARITH1;2;A
378;ARITH1;2;A
383;ARITH1;2;A
384;ARITH1;3;A
386;ARITH1;3;A
389;ARITH1;2;A
390;ARITH1;2;A
391;ARITH1;4;A
392;ARITH1;5;A
393;ARITH1;2;A
394;ARITH1;3;A
396;ARITH1;4;A
398;ARITH1;3;A
399;ARITH1;2;A
403;ARITH1;3;A
404;ARITH1;2;A
409;ARITH1;3;A
411;ARITH1;2;A
412;ARITH1;2;A
413;ARITH1;2;A
418;ARITH1;2;A
420;ARITH1;2;A
421;ARITH1;3;A
422;ARITH1;4;A
425;ARITH1;2;A
427;ARITH1;3;A
430;ARITH1;3;A
434;ARITH1;2;A
435;ARITH1;4;A
441;ARITH1;2;A
446;ARITH1;2;A
448;ARITH1;2;A
450;ARITH1;2;A
452;ARITH1;2;A
453;ARITH1;2;A
455;ARITH1;2;A
456;ARITH1;2;A
457;ARITH1;3;A
458;ARITH1;3;A
459;ARITH1;2;E
463;ARITH1;3;A
464;ARITH1;2;A
470;ARITH1;4;A
471;ARITH1;2;A
478;MUGGS1;3;A
479;MUGGS1;2;A
480;MUGGS1;4;A
482;MUGGS1;3;A
484;MUGGS1;2;A
485;MUGGS1;2;E
486;MUGGS1;2;A
497;MUGGS1;66;A
498;MUGGS1;2;A
499;MUGGS1;3;A
500;MUGGS1;3;A
503;MUGGS1;3;A
504;MUGGS1;2;A
505;MUGGS1;4;A
507;MUGGS1;2;A
509;MUGGS1;3;A
510;MUGGS1;2;A
513;MUGGS1;3;A
514;MUGGS1;2;A
515;MUGGS1;2;A
516;MUGGS1;2;A
518;MUGGS1;2;A
519;MUGGS1;2;A
520;MUGGS1;3;E
522;MUGGS1;2;A
523;MUGGS1;2;A
524;MUGGS1;2;A
526;MUGGS1;2;A
527;MUGGS1;2;A
528;MUGGS1;3;A
529;MUGGS1;3;A
530;MUGGS1;3;A
533;MUGGS1;2;A
535;MUGGS1;3;A
536;MUGGS1;3;A
537;MUGGS1;2;A
538;MUGGS1;2;A
539;MUGGS1;2;A
540;MUGGS1;2;A
541;MUGGS1;3;A
542;MUGGS1;3;A
543;MUGGS1;2;A
544;MUGGS1;2;A
545;MUGGS1;2;A
546;MUGGS1;3;A
548;MUGGS1;2;A
550;MUGGS1;2;A
551;MUGGS1;2;A
553;MUGGS1;2;A
558;MUGGS1;2;A
559;MUGGS1;2;A
560;MUGGS1;2;A
564;MUGGS1;2;A
566;MUGGS1;2;A
567;MUGGS1;2;A
568;MUGGS1;2;A
569;MUGGS1;3;A
570;MUGGS1;3;A
573;CMAGC1;3;E
574;CMAGC1;3;E
575;CMAGC1;2;A
576;CMAGC1;2;A
578;CMAGC1;2;A
579;CMAGC1;2;A
582;CMAGC1;2;E
584;CMAGC1;2;A
585;CMAGC1;2;A
586;CMAGC1;2;A
587;CMAGC1;2;A
593;CMAGC1;2;A
594;CMAGC1;3;E
595;CMAGC1;3;A
596;CMAGC1;2;E
597;CMAGC1;2;A
598;CMAGC1;2;E
599;CMAGC1;2;E
600;CMAGC1;2;A
601;CMAGC1;2;E
602;CMAGC1;2;A
603;CMAGC1;2;A
604;CMAGC1;2;E
605;CMAGC1;2;A
606;CMAGC1;2;A
607;CMAGC1;2;A
608;CMAGC1;2;A
609;CMAGC1;2;A
610;CMAGC1;2;A
611;CMAGC1;2;A
612;CMAGC1;2;A
613;CMAGC1;3;A
614;CMAGC1;2;A
615;CMAGC1;2;E
616;CMAGC1;2;E
617;CMAGC1;2;A
618;CMAGC1;2;A
619;CMAGC1;2;A
620;CMAGC1;2;A
621;CMAGC1;3;E
622;CMAGC1;2;E
623;CMAGC1;2;E
624;CMAGC1;2;E
625;CMAGC1;2;E
626;CMAGC1;1;A
627;CMAGC1;2;E
628;CMAGC1;2;A
630;CMAGC1;2;E
631;CMAGC1;1;A
632;CMAGC1;2;E
633;CMAGC1;2;A
634;CMAGC1;2;A
635;CMAGC1;2;E
636;CMAGC1;2;A
637;CMAGC1;2;E
638;CMAGC1;2;A
639;CMAGC1;2;E
640;CMAGC1;2;A
641;CMAGC1;2;A
642;CMAGC1;66;E
644;CMAGC1;3;A
646;CMAGC1;5;A
649;CMAGC1;66;A
652;CMAGC1;66;A
658;CMAGC1;4;A
203;CMAGC1;1;A
208;CMAGC1;5;A
210;CMAGC1;5;E
214;CMAGC1;4;A
215;CMAGC1;2;A
219;DIVIN1;6;E
220;DIVIN1;66;A
222;DIVIN1;2;A
223;DIVIN1;2;A
225;DIVIN1;1;A
226;DIVIN1;3;A
232;DIVIN1;1;A
233;DIVIN1;3;A
244;DIVIN1;4;A
248;DIVIN1;2;A
249;DIVIN1;2;A
260;DIVIN1;3;A
267;DIVIN1;3;A
269;DIVIN1;3;A
272;DIVIN1;2;A
273;DIVIN1;6;A
274;DIVIN1;2;A
281;DIVIN1;2;E
290;DIVIN1;3;A
295;DIVIN1;5;A
301;DIVIN1;2;A
304;DIVIN1;3;A
305;DIVIN1;2;A
312;DIVIN1;2;A
315;DIVIN1;3;A
316;DIVIN1;3;A
327;DIVIN1;2;A
333;DIVIN1;3;A
334;DIVIN1;4;A
336;DIVIN1;4;A
337;DIVIN1;4;A
339;DIVIN1;3;A
341;DIVIN1;3;E
344;DIVIN1;3;A
345;DIVIN1;4;A
346;DIVIN1;3;A
347;DIVIN1;4;A
353;DIVIN1;2;A
356;DIVIN1;4;A
361;DIVIN1;3;A
366;DIVIN1;2;A
369;DIVIN1;5;A
371;DIVIN1;4;A
373;DIVIN1;2;A
374;DIVIN1;3;A
377;DIVIN1;2;A
378;DIVIN1;2;A
383;DIVIN1;2;A
384;DIVIN1;3;A
386;DIVIN1;3;A
389;DIVIN1;2;A
390;CMAGC1;2;A
391;CMAGC1;4;A
392;CMAGC1;5;A
393;CMAGC1;2;A
394;CMAGC1;3;A
396;CMAGC1;4;A
398;CMAGC1;3;A
399;CMAGC1;2;A
403;CMAGC1;3;A
404;CMAGC1;2;A
409;CMAGC1;3;A
411;CMAGC1;2;A
412;CMAGC1;2;A
413;CMAGC1;2;A
418;CMAGC1;2;A
420;CMAGC1;2;A
421;CMAGC1;3;A
422;CMAGC1;4;A
425;CMAGC1;2;A
427;CMAGC1;3;A
430;CMAGC1;3;A
434;CMAGC1;2;A
435;CMAGC1;4;A
441;CMAGC1;2;A
446;CMAGC1;2;A
448;CMAGC1;2;A
450;CMAGC1;2;A
452;CMAGC1;2;A
453;CMAGC1;2;A
455;CMAGC1;2;A
456;CMAGC1;2;A
457;CMAGC1;3;A
458;CMAGC1;3;A
459;CMAGC1;2;E
463;CMAGC1;3;A
464;CMAGC1;2;A
470;CMAGC1;4;A
471;CMAGC1;2;A
478;DIVIN1;3;A
479;DIVIN1;2;A
480;DIVIN1;4;A
482;DIVIN1;3;A
484;DIVIN1;2;A
485;DIVIN1;2;E
486;DIVIN1;2;A
497;DIVIN1;66;A
498;DIVIN1;2;A
499;CMAGC1;3;A
500;CMAGC1;3;A
503;CMAGC1;3;A
504;CMAGC1;2;A
505;CMAGC1;4;A
507;CMAGC1;2;A
509;CMAGC1;3;A
510;CMAGC1;2;A
513;CMAGC1;3;A
514;CMAGC1;2;A
515;CMAGC1;2;A
516;CMAGC1;2;A
518;ANCRU1;2;A
519;ANCRU1;2;A
520;ANCRU1;3;E
522;ANCRU1;2;A
523;ANCRU1;2;A
524;ANCRU1;2;A
526;ANCRU1;2;A
527;ANCRU1;2;A
528;ANCRU1;3;A
529;ANCRU1;3;A
530;ANCRU1;3;A
533;ANCRU1;2;A
535;ANCRU1;3;A
536;ANCRU1;3;A
537;ANCRU1;2;A
538;ANCRU1;2;A
539;ANCRU1;2;A
540;ANCRU1;2;A
541;ANCRU1;3;A
542;ANCRU1;3;A
543;ANCRU1;2;A
544;ANCRU1;2;A
545;ANCRU1;2;A
546;ANCRU1;3;A
548;ANCRU1;2;A
550;ANCRU1;2;A
551;ANCRU1;2;A
553;ANCRU1;2;A
558;ANCRU1;2;A
559;ANCRU1;2;A
560;ANCRU1;2;A
564;ANCRU1;2;A
566;ANCRU1;2;A
567;ANCRU1;2;A
568;ANCRU1;2;A
569;ANCRU1;3;A
570;ANCRU1;3;A
573;ANCRU1;3;E
574;ANCRU1;3;E
575;ANCRU1;2;A
576;ANCRU1;2;A
578;ANCRU1;2;A
579;ANCRU1;2;A
582;ANCRU1;2;E
584;ANCRU1;2;A
585;ANCRU1;2;A
586;ANCRU1;2;A
